id,chipset,memory_gb,core_clock_mhz,boost_clock_mhz,length_mm,tdp,recommended_psu_watts,performance,product_fk
1,GeForce GT 1030,2,1266,1506,169,30,200,100,1690
2,GeForce GT 1030,2,1266,1506,173,30,200,100,1691
3,GeForce GT 1030,2,1278,1531,184,30,200,100,1692
4,GeForce GT 1030,2,1290,1544,145,30,200,100,1693
5,GeForce GT 1030,2,1290,1544,145,30,200,100,1694
6,GeForce GT 1030,2,1290,1544,168,30,200,100,1695
7,GeForce GT 1030,2,1227,1468,180,30,200,100,1696
8,GeForce GT 1030,2,1252,1506,150,30,200,100,1697
9,GeForce GT 1030,2,1290,1544,168,30,200,100,1698
10,GeForce GT 1030,2,1252,1506,175,30,200,100,1699
11,GeForce GT 1030,2,1265,1518,147,30,200,100,1700
12,GeForce GT 1030,2,1265,1518,159,30,200,100,1701
13,GeForce GT 1030,2,1265,1518,159,30,200,100,1702
14,GeForce GT 1030,2,1265,1518,153,30,200,100,1703
15,GeForce GT 1030,2,1265,1518,153,30,200,100,1704
16,GeForce GT 1030,2,1265,1518,147,30,200,100,1705
17,GeForce GT 1030,2,1227,1468,173,30,200,100,1706
18,GeForce GT 1030 DDR4,2,1189,1460,145,20,200,94,1707
19,GeForce GT 1030 DDR4,2,1151,1417,150,20,200,94,1708
20,GeForce GT 1030 DDR4,2,1189,1430,147,20,200,94,1709
21,GeForce GT 1030 DDR4,2,1189,1430,150,20,200,94,1710
22,GeForce GT 1030 DDR4,2,1189,1430,150,20,200,94,1711
23,GeForce GTX 1050,2,1404,1544,203,75,250,198,1712
24,GeForce GTX 1050,2,1404,1518,212,75,250,198,1713
25,GeForce GTX 1050,2,1404,1518,212,75,250,198,1714
26,GeForce GTX 1050,2,1442,1569,241,75,250,198,1715
27,GeForce GTX 1050,2,1354,1455,145,75,250,198,1716
28,GeForce GTX 1050,2,1442,1556,267,75,250,198,1717
29,GeForce GTX 1050,2,1417,1531,145,75,250,198,1718
30,GeForce GTX 1050,2,1430,1544,229,75,250,198,1719
31,GeForce GTX 1050,2,1354,1493,172,75,250,198,1720
32,GeForce GTX 1050,2,1417,1556,219,75,250,198,1721
33,GeForce GTX 1050,3,1392,1556,172,75,250,198,1722
34,GeForce GTX 1050,3,1417,1582,191,75,250,198,1723
35,GeForce GTX 1050,3,1404,1569,167,75,250,198,1724
36,GeForce GTX 1050,2,1379,1518,191,75,250,198,1725
37,GeForce GTX 1050,2,1366,1506,167,75,250,198,1726
38,GeForce GTX 1050,2,1354,1493,229,75,250,198,1727
39,GeForce GTX 1050,2,1392,1531,229,75,250,198,1728
40,GeForce GTX 1050,2,1354,1455,145,75,250,198,1729
41,GeForce GTX 1050,2,1354,1455,195,75,250,198,1730
42,GeForce GTX 1050,2,1366,1468,196,75,250,198,1731
43,GeForce GTX 1050,2,1404,1518,155,75,250,198,1732
44,GeForce GTX 1050,2,1354,1556,229,75,250,198,1733
45,GeForce GTX 1050,2,1354,1556,229,75,250,198,1734
46,GeForce GTX 1050,2,1404,1518,177,75,250,198,1735
47,GeForce GTX 1050,2,1354,1455,182,75,250,198,1736
48,GeForce GTX 1050,2,1404,1518,215,75,250,198,1737
49,GeForce GTX 1050,2,1354,1455,166,75,250,198,1738
50,GeForce GTX 1050,2,1354,1455,178,75,250,198,1739
51,GeForce GTX 1050,2,1354,1455,178,75,250,198,1740
52,GeForce GTX 1050,2,1354,1455,145,75,250,198,1741
53,GeForce GTX 1050,2,1354,1455,160,75,250,198,1742
54,GeForce GTX 1050 Ti,4,1341,1480,203,75,250,248,1743
55,GeForce GTX 1050 Ti,4,1290,1392,212,75,250,248,1744
56,GeForce GTX 1050 Ti,4,1341,1455,212,75,250,248,1745
57,GeForce GTX 1050 Ti,4,1303,1442,182,75,250,248,1746
58,GeForce GTX 1050 Ti,4,1290,1392,192,75,250,248,1747
59,GeForce GTX 1050 Ti,4,1379,1506,241,75,250,248,1748
60,GeForce GTX 1050 Ti,4,1290,1392,145,75,250,248,1749
61,GeForce GTX 1050 Ti,4,1379,1493,257,75,250,248,1750
62,GeForce GTX 1050 Ti,4,1354,1468,145,75,250,248,1751
63,GeForce GTX 1050 Ti,4,1366,1480,229,75,250,248,1752
64,GeForce GTX 1050 Ti,4,1303,1417,196,75,250,248,1753
65,GeForce GTX 1050 Ti,4,1366,1506,219,75,250,248,1754
66,GeForce GTX 1050 Ti,4,1290,1430,172,75,250,248,1755
67,GeForce GTX 1050 Ti,4,1341,1455,191,75,250,248,1756
68,GeForce GTX 1050 Ti,4,1328,1442,167,75,250,248,1757
69,GeForce GTX 1050 Ti,4,1354,1468,229,75,250,248,1758
70,GeForce GTX 1050 Ti,4,1290,1392,145,75,250,248,1759
71,GeForce GTX 1050 Ti,4,1290,1392,211,75,250,248,1760
72,GeForce GTX 1050 Ti,4,1290,1392,195,75,250,248,1761
73,GeForce GTX 1050 Ti,4,1303,1417,196,75,250,248,1762
74,GeForce GTX 1050 Ti,4,1341,1455,155,75,250,248,1763
75,GeForce GTX 1050 Ti,4,1290,1493,229,75,250,248,1764
76,GeForce GTX 1050 Ti,4,1290,1493,229,75,250,248,1765
77,GeForce GTX 1050 Ti,4,1341,1455,177,75,250,248,1766
78,GeForce GTX 1050 Ti,4,1290,1392,182,75,250,248,1767
79,GeForce GTX 1050 Ti,4,1341,1455,215,75,250,248,1768
80,GeForce GTX 1050 Ti,4,1366,1480,216,75,250,248,1769
81,GeForce GTX 1050 Ti,4,1290,1392,182,75,250,248,1770
82,GeForce GTX 1050 Ti,4,1290,1392,166,75,250,248,1771
83,GeForce GTX 1050 Ti,4,1290,1392,178,75,250,248,1772
84,GeForce GTX 1050 Ti,4,1366,1480,245,75,250,248,1773
85,GeForce GTX 1050 Ti,4,1303,1417,145,75,250,248,1774
86,GeForce GTX 1050 Ti,4,1392,1506,174,75,250,248,1775
87,GeForce GTX 1050 Ti,4,1290,1392,160,75,250,248,1776
88,GeForce GTX 1650 G5,4,1485,1755,204,75,250,310,1777
89,GeForce GTX 1650 G5,4,1485,1710,190,75,250,310,1778
90,GeForce GTX 1650 G5,4,1485,1695,242,75,250,310,1779
91,GeForce GTX 1650 G5,4,1485,1710,242,75,250,310,1780
92,GeForce GTX 1650 G5,4,1485,1860,242,75,250,310,1781
93,GeForce GTX 1650 G5,4,1485,1665,202.1,75,250,310,1782
94,GeForce GTX 1650 G5,4,1485,1860,202.1,75,250,310,1783
95,GeForce GTX 1650 G5,4,1485,1665,189.89,75,250,310,1784
96,GeForce GTX 1650 G5,4,1485,1665,189.89,75,250,310,1785
97,GeForce GTX 1650 G5,4,1485,1665,202.1,75,250,310,1786
98,GeForce GTX 1650 G5,4,1485,1875,202.1,75,250,310,1787
99,GeForce GTX 1650 G5,4,1485,1815,170,75,250,310,1788
100,GeForce GTX 1650 G5,4,1485,1725,145,75,250,310,1789
101,GeForce GTX 1650 G5,4,1485,1725,145,75,250,310,1790
102,GeForce GTX 1650 G5,4,1485,1695,196,75,250,310,1791
103,GeForce GTX 1650 G5,4,1665,1815,265,75,250,310,1792
104,GeForce GTX 1650 G5,4,1485,1665,152,75,250,310,1793
105,GeForce GTX 1650 G5,4,1665,1680,152,75,250,310,1794
106,GeForce GTX 1650 G5,4,1485,1695,166.9,75,250,310,1795
107,GeForce GTX 1650 G5,4,1485,1710,191,75,250,310,1796
108,GeForce GTX 1650 G5,4,1485,1665,160,75,250,310,1797
109,GeForce GTX 1650 G5,4,1485,1710,196,75,250,310,1798
110,GeForce GTX 1650 G5,4,1485,1695,196,75,250,310,1799
111,GeForce GTX 1650 G5,4,1485,1740,170,75,250,310,1800
112,GeForce GTX 1650 G5,4,1485,1860,245,75,250,310,1801
113,GeForce GTX 1650 G5,4,1485,1665,168,75,250,310,1802
114,GeForce GTX 1650 G5,4,1485,1695,168,75,250,310,1803
115,GeForce GTX 1650 G5,4,1485,1740,170,75,250,310,1804
116,GeForce GTX 1650 G5,4,1485,1665,170,75,250,310,1805
117,GeForce GTX 1650 G5,4,1485,1665,178,75,250,310,1806
118,GeForce GTX 1650 G5,4,1485,1725,145,75,250,310,1807
119,GeForce GTX 1650 G5,4,1485,1725,144.78,75,250,310,1808
120,GeForce GTX 1650 G5,4,1485,1665,160,75,250,310,1809
121,GeForce GTX 1650 G5,4,1485,1695,151,75,250,310,1810
122,GeForce GTX 1650 G6,4,1410,1665,178,90,250,322,1811
123,GeForce GTX 1650 G6,4,1410,1710,202.1,90,250,322,1812
124,GeForce GTX 1650 G6,4,1410,1590,166.9,90,250,322,1813
125,GeForce GTX 1650 G6,4,1410,1635,172,90,250,322,1814
126,GeForce GTX 1650 G6,4,1410,1590,172,90,250,322,1815
127,GeForce GTX 1650 G6,4,1410,1815,212,90,250,322,1816
128,GeForce GTX 1650 G6,4,1410,1620,166.9,90,250,322,1817
129,GeForce GTX 1650 G6,4,1410,1590,191,90,250,322,1818
130,GeForce GTX 1650 G6,4,1410,1650,191,90,250,322,1819
131,GeForce GTX 1650 G6,4,1410,1620,170,90,250,322,1820
132,GeForce GTX 1650 G6,4,1410,1710,245,90,250,322,1821
133,GeForce GTX 1650 G6,4,1410,1620,178,90,250,322,1822
134,GeForce GTX 1650 G6,4,1410,1590,160,90,250,322,1823
135,GeForce GTX 1650 SUPER,4,1530,1755,174,100,300,417,1824
136,GeForce GTX 1650 SUPER,4,1530,1770,173.99,100,300,417,1825
137,GeForce GTX 1650 SUPER,4,1530,1755,243,100,300,417,1826
138,GeForce GTX 1650 SUPER,4,1530,1770,243,100,300,417,1827
139,GeForce GTX 1650 SUPER,4,1530,1815,243,100,300,417,1828
140,GeForce GTX 1650 SUPER,4,1530,1755,206,100,300,417,1829
141,GeForce GTX 1650 SUPER,4,1530,1800,205.74,100,300,417,1830
142,GeForce GTX 1650 SUPER,4,1530,1755,202.1,100,300,417,1831
143,GeForce GTX 1650 SUPER,4,1530,1740,212,100,300,417,1832
144,GeForce GTX 1650 SUPER,4,1530,1740,172,100,300,417,1833
145,GeForce GTX 1650 SUPER,4,1530,1755,225,100,300,417,1834
146,GeForce GTX 1650 SUPER,4,1530,1725,188,100,300,417,1835
147,GeForce GTX 1650 SUPER,4,1530,1755,220,100,300,417,1836
148,GeForce GTX 1650 SUPER,4,1530,1740,175,100,300,417,1837
149,GeForce GTX 1650 SUPER,4,1530,1755,248,100,300,417,1838
150,GeForce GTX 1650 SUPER,4,1530,1740,180,100,300,417,1839
151,GeForce GTX 1650 SUPER,4,1530,1770,168,100,300,417,1840
152,GeForce GTX 1650 SUPER,4,1530,1725,167.894,100,300,417,1841
153,GeForce GTX 1650 SUPER,4,1530,1770,167.894,100,300,417,1842
154,GeForce GTX 1650 SUPER,4,1530,1725,158.5,100,300,417,1843
155,GeForce GTX 1660,6,1530,1815,174,120,300,463,1844
156,GeForce GTX 1660,6,1530,1830,174,120,300,463,1845
157,GeForce GTX 1660,6,1530,1815,205,120,300,463,1846
158,GeForce GTX 1660,6,1530,1785,264,120,300,463,1847
159,GeForce GTX 1660,6,1530,1845,205,120,300,463,1848
160,GeForce GTX 1660,6,1530,1785,189.89,120,300,463,1849
161,GeForce GTX 1660,6,1530,1830,202.1,120,300,463,1850
162,GeForce GTX 1660,6,1530,1785,189.89,120,300,463,1851
163,GeForce GTX 1660,6,1530,1830,189.89,120,300,463,1852
164,GeForce GTX 1660,6,1530,1785,267.97,120,300,463,1853
165,GeForce GTX 1660,6,1530,1845,267.97,120,300,463,1854
166,GeForce GTX 1660,6,1530,1785,235,120,300,463,1855
167,GeForce GTX 1660,6,1530,1830,235,120,300,463,1856
168,GeForce GTX 1660,6,1530,1785,168,120,300,463,1857
169,GeForce GTX 1660,6,1530,1830,168,120,300,463,1858
170,GeForce GTX 1660,6,1530,1815,228,120,300,463,1859
171,GeForce GTX 1660,6,1530,1845,245,120,300,463,1860
172,GeForce GTX 1660,6,1530,1845,245,120,300,463,1861
173,GeForce GTX 1660,6,1530,1785,280,120,300,463,1862
174,GeForce GTX 1660,6,1530,1860,280,120,300,463,1863
175,GeForce GTX 1660,6,1785,1800,170,120,300,463,1864
176,GeForce GTX 1660,6,1530,1785,224,120,300,463,1865
177,GeForce GTX 1660,6,1530,1815,214,120,300,463,1866
178,GeForce GTX 1660,6,1530,1785,268,120,300,463,1867
179,GeForce GTX 1660,6,1530,1845,233,120,300,463,1868
180,GeForce GTX 1660,6,1530,1815,175,120,300,463,1869
181,GeForce GTX 1660,6,1530,1845,243,120,300,463,1870
182,GeForce GTX 1660,6,1530,1860,247,120,300,463,1871
183,GeForce GTX 1660,6,1530,1830,204,120,300,463,1872
184,GeForce GTX 1660,6,1530,1785,168,120,300,463,1873
185,GeForce GTX 1660,6,1530,1785,255.016,120,300,463,1874
186,GeForce GTX 1660,6,1530,1830,167.894,120,300,463,1875
187,GeForce GTX 1660,6,1530,1785,173.4,120,300,463,1876
188,GeForce GTX 1660,6,1530,1845,209.6,120,300,463,1877
189,GeForce GTX 1660,6,1530,1785,215.9,120,300,463,1878
190,GeForce GTX 1660 SUPER,6,1530,1860,242,125,300,520,1879
191,GeForce GTX 1660 SUPER,6,1530,1860,197,125,300,520,1880
192,GeForce GTX 1660 SUPER,6,1530,1830,174,125,300,520,1881
193,GeForce GTX 1660 SUPER,6,1530,1815,243,125,300,520,1882
194,GeForce GTX 1660 SUPER,6,1530,1845,243,125,300,520,1883
195,GeForce GTX 1660 SUPER,6,1530,1875,243,125,300,520,1884
196,GeForce GTX 1660 SUPER,6,1530,1845,206,125,300,520,1885
197,GeForce GTX 1660 SUPER,6,1530,1845,264,125,300,520,1886
198,GeForce GTX 1660 SUPER,6,1530,1785,189.89,125,300,520,1887
199,GeForce GTX 1660 SUPER,6,1530,1785,202,125,300,520,1888
200,GeForce GTX 1660 SUPER,6,1530,1830,202.1,125,300,520,1889
201,GeForce GTX 1660 SUPER,6,1530,1785,235,125,300,520,1890
202,GeForce GTX 1660 SUPER,6,1530,1830,235,125,300,520,1891
203,GeForce GTX 1660 SUPER,6,1530,1785,168,125,300,520,1892
204,GeForce GTX 1660 SUPER,6,1530,1830,168,125,300,520,1893
205,GeForce GTX 1660 SUPER,6,1530,1845,245,125,300,520,1894
206,GeForce GTX 1660 SUPER,6,1530,1785,280,125,300,520,1895
207,GeForce GTX 1660 SUPER,6,1530,1860,280,125,300,520,1896
208,GeForce GTX 1660 SUPER,6,1530,1800,170,125,300,520,1897
209,GeForce GTX 1660 SUPER,6,1530,1830,225.65,125,300,520,1898
210,GeForce GTX 1660 SUPER,6,1530,1800,214,125,300,520,1899
211,GeForce GTX 1660 SUPER,6,1530,1815,179,125,300,520,1900
212,GeForce GTX 1660 SUPER,6,1530,1830,246.888,125,300,520,1901
213,GeForce GTX 1660 SUPER,6,1530,1815,203.962,125,300,520,1902
214,GeForce GTX 1660 SUPER,6,1530,1785,235,125,300,520,1903
215,GeForce GTX 1660 SUPER,6,1530,1830,235,125,300,520,1904
216,GeForce GTX 1660 SUPER,6,1530,1785,168,125,300,520,1905
217,GeForce GTX 1660 SUPER,6,1530,1830,168,125,300,520,1906
218,GeForce GTX 1660 SUPER,6,1530,1785,172.974,125,300,520,1907
219,GeForce GTX 1660 SUPER,6,1530,1785,235,125,300,520,1908
220,GeForce GTX 1660 SUPER,6,1530,1785,167.894,125,300,520,1909
221,GeForce GTX 1660 SUPER,6,1530,1845,209.6,125,300,520,1910
222,GeForce GTX 1660 SUPER,6,1530,1785,173.4,125,300,520,1911
223,GeForce GTX 1660 Ti,6,1500,1800,215,120,300,532,1912
224,GeForce GTX 1660 Ti,6,1500,1830,215,120,300,532,1913
225,GeForce GTX 1660 Ti,6,1500,1800,174,120,300,532,1914
226,GeForce GTX 1660 Ti,6,1500,1815,174,120,300,532,1915
227,GeForce GTX 1660 Ti,6,1500,1800,301,120,300,532,1916
228,GeForce GTX 1660 Ti,6,1500,1830,301,120,300,532,1917
229,GeForce GTX 1660 Ti,6,1500,1890,301,120,300,532,1918
230,GeForce GTX 1660 Ti,6,1500,1800,205,120,300,532,1919
231,GeForce GTX 1660 Ti,6,1500,1830,205,120,300,532,1920
232,GeForce GTX 1660 Ti,6,1500,1845,202.1,120,300,532,1921
233,GeForce GTX 1660 Ti,6,1500,1770,189.89,120,300,532,1922
234,GeForce GTX 1660 Ti,6,1500,1845,189.89,120,300,532,1923
235,GeForce GTX 1660 Ti,6,1500,1770,267.97,120,300,532,1924
236,GeForce GTX 1660 Ti,6,1500,1860,267.97,120,300,532,1925
237,GeForce GTX 1660 Ti,6,1500,1770,168,120,300,532,1926
238,GeForce GTX 1660 Ti,6,1500,1815,168,120,300,532,1927
239,GeForce GTX 1660 Ti,6,1500,1800,228,120,300,532,1928
240,GeForce GTX 1660 Ti,6,1500,1815,245,120,300,532,1929
241,GeForce GTX 1660 Ti,6,1500,1890,280,120,300,532,1930
242,GeForce GTX 1660 Ti,6,1500,1860,280,120,300,532,1931
243,GeForce GTX 1660 Ti,6,1500,1770,170,120,300,532,1932
244,GeForce GTX 1660 Ti,6,1500,1785,170,120,300,532,1933
245,GeForce GTX 1660 Ti,6,1500,1800,225.65,120,300,532,1934
246,GeForce GTX 1660 Ti,6,1500,1845,264.9,120,300,532,1935
247,GeForce GTX 1660 Ti,6,1500,1770,196,120,300,532,1936
248,GeForce GTX 1660 Ti,6,1500,1800,228,120,300,532,1937
249,GeForce GTX 1660 Ti,6,1500,1830,245,120,300,532,1938
250,GeForce GTX 1660 Ti,6,1500,1770,178,120,300,532,1939
251,GeForce GTX 1660 Ti,6,1500,1830,178,120,300,532,1940
252,GeForce GTX 1660 Ti,6,1500,1800,243,120,300,532,1941
253,GeForce GTX 1660 Ti,6,1500,1860,243,120,300,532,1942
254,GeForce GTX 1660 Ti,6,1500,1800,247,120,300,532,1943
255,GeForce GTX 1660 Ti,6,1500,1875,247,120,300,532,1944
256,GeForce GTX 1660 Ti,6,1500,1770,204,120,300,532,1945
257,GeForce GTX 1660 Ti,6,1500,1830,204,120,300,532,1946
258,GeForce GTX 1660 Ti,6,1500,1770,168,120,300,532,1947
259,GeForce GTX 1660 Ti,6,1500,1815,168,120,300,532,1948
260,GeForce GTX 1660 Ti,6,1500,1770,255.016,120,300,532,1949
261,GeForce GTX 1660 Ti,6,1500,1815,167.894,120,300,532,1950
262,GeForce GTX 1660 Ti,6,1500,1770,173.4,120,300,532,1951
263,GeForce RTX 2060,6,1365,1680,270,160,450,626,1952
264,GeForce RTX 2060,6,1365,1680,270,160,450,626,1953
265,GeForce RTX 2060,6,1365,1725,242,160,450,626,1954
266,GeForce RTX 2060,6,1365,1785,242,160,450,626,1955
267,GeForce RTX 2060,6,1365,1750,197,160,450,626,1956
268,GeForce RTX 2060,6,1365,1785,270,160,450,626,1957
269,GeForce RTX 2060,6,1365,1710,177,160,450,626,1958
270,GeForce RTX 2060,6,1365,1680,300,160,450,626,1959
271,GeForce RTX 2060,6,1365,1759,300,160,450,626,1960
272,GeForce RTX 2060,6,1365,1860,300,160,450,626,1961
273,GeForce RTX 2060,6,1365,1740,204,160,450,626,1962
274,GeForce RTX 2060,6,1365,1710,268,160,450,626,1963
275,GeForce RTX 2060,6,1365,1680,189.89,160,450,626,1964
276,GeForce RTX 2060,6,1365,1680,202.1,160,450,626,1965
277,GeForce RTX 2060,6,1365,1755,202.1,160,450,626,1966
278,GeForce RTX 2060,6,1365,1710,189.89,160,450,626,1967
279,GeForce RTX 2060,6,1365,1755,267.97,160,450,626,1968
280,GeForce RTX 2060,6,1365,1680,189.89,160,450,626,1969
281,GeForce RTX 2060,6,1365,1755,189.89,160,450,626,1970
282,GeForce RTX 2060,6,1365,1680,267.97,160,450,626,1971
283,GeForce RTX 2060,6,1365,1830,267.97,160,450,626,1972
284,GeForce RTX 2060,6,1365,1680,235,160,450,626,1973
285,GeForce RTX 2060,6,1365,1680,235,160,450,626,1974
286,GeForce RTX 2060,6,1365,1710,228,160,450,626,1975
287,GeForce RTX 2060,6,1365,1680,281,160,450,626,1976
288,GeForce RTX 2060,6,1365,1725,245,160,450,626,1977
289,GeForce RTX 2060,6,1365,1845,290,160,450,626,1978
290,GeForce RTX 2060,6,1365,1680,225.65,160,450,626,1979
291,GeForce RTX 2060,6,1365,1680,280,160,450,626,1980
292,GeForce RTX 2060,6,1680,1830,280.35,160,450,626,1981
293,GeForce RTX 2060,6,1365,1830,280.35,160,450,626,1982
294,GeForce RTX 2060,6,1680,1830,280.35,160,450,626,1983
295,GeForce RTX 2060,6,1365,1695,170,160,450,626,1984
296,GeForce RTX 2060,6,1365,1695,170,160,450,626,1985
297,GeForce RTX 2060,6,1365,1680,170,160,450,626,1986
298,GeForce RTX 2060,6,1365,1755,225.65,160,450,626,1987
299,GeForce RTX 2060,6,1365,1755,225.65,160,450,626,1988
300,GeForce RTX 2060,6,1365,1770,264.9,160,450,626,1989
301,GeForce RTX 2060,6,1680,1770,264.9,160,450,626,1990
302,GeForce RTX 2060,6,1365,1770,264.9,160,450,626,1991
303,GeForce RTX 2060,6,1365,1680,264.9,160,450,626,1992
304,GeForce RTX 2060,6,1365,1845,290,160,450,626,1993
305,GeForce RTX 2060,6,1365,1680,196,160,450,626,1994
306,GeForce RTX 2060,6,1365,1710,228,160,450,626,1995
307,GeForce RTX 2060,6,1365,1680,268,160,450,626,1996
308,GeForce RTX 2060,6,1365,1680,175,160,450,626,1997
309,GeForce RTX 2060,6,1365,1710,175,160,450,626,1998
310,GeForce RTX 2060,6,1365,1680,247,160,450,626,1999
311,GeForce RTX 2060,6,1365,1830,247,160,450,626,2000
312,GeForce RTX 2060,6,1365,1680,226,160,450,626,2001
313,GeForce RTX 2060,6,1365,1710,226,160,450,626,2002
314,GeForce RTX 2060,6,1365,1710,205,160,450,626,2003
315,GeForce RTX 2060,6,1365,1680,228.6,160,450,626,2004
316,GeForce RTX 2060,6,1365,1680,235,160,450,626,2005
317,GeForce RTX 2060,6,1365,1830,235,160,450,626,2006
318,GeForce RTX 2060,6,1365,1680,168,160,450,626,2007
319,GeForce RTX 2060,6,1365,1725,168,160,450,626,2008
320,GeForce RTX 2060,6,1365,1680,267,160,450,626,2009
321,GeForce RTX 2060,6,1365,1725,167.894,160,450,626,2010
322,GeForce RTX 2060,6,1365,1680,209.6,160,450,626,2011
323,GeForce RTX 2060,6,1365,1800,209.6,160,450,626,2012
324,GeForce RTX 2060 SUPER,8,1500,1680,267,175,450,704,2013
325,GeForce RTX 2060 SUPER,8,1500,1695,267,175,450,704,2014
326,GeForce RTX 2060 SUPER,8,1500,1725,267,175,450,704,2015
327,GeForce RTX 2060 SUPER,8,1470,1725,242,175,450,704,2016
328,GeForce RTX 2060 SUPER,8,1500,1710,301,175,450,704,2017
329,GeForce RTX 2060 SUPER,8,1500,1860,301,175,450,704,2018
330,GeForce RTX 2060 SUPER,8,1500,1680,268,175,450,704,2019
331,GeForce RTX 2060 SUPER,8,1470,1650,267.97,175,450,704,2020
332,GeForce RTX 2060 SUPER,8,1470,1680,269.83,175,450,704,2021
333,GeForce RTX 2060 SUPER,8,1470,1695,269.83,175,450,704,2022
334,GeForce RTX 2060 SUPER,8,1470,1695,269.83,175,450,704,2023
335,GeForce RTX 2060 SUPER,8,1470,1710,285,175,450,704,2024
336,GeForce RTX 2060 SUPER,8,1470,1680,230,175,450,704,2025
337,GeForce RTX 2060 SUPER,8,1470,1845,290,175,450,704,2026
338,GeForce RTX 2060 SUPER,8,1470,1815,280.35,175,450,704,2027
339,GeForce RTX 2060 SUPER,8,1470,1710,280.35,175,450,704,2028
340,GeForce RTX 2060 SUPER,8,1650,1815,280.35,175,450,704,2029
341,GeForce RTX 2060 SUPER,8,1650,1815,280.35,175,450,704,2030
342,GeForce RTX 2060 SUPER,8,1470,1680,265,175,450,704,2031
343,GeForce RTX 2060 SUPER,8,1470,1650,186,175,450,704,2032
344,GeForce RTX 2060 SUPER,8,1470,1695,264,175,450,704,2033
345,GeForce RTX 2060 SUPER,8,1470,1695,300,175,450,704,2034
346,GeForce RTX 2060 SUPER,8,1470,1665,220,175,450,704,2035
347,GeForce RTX 2060 SUPER,8,1470,1665,220,175,450,704,2036
348,GeForce RTX 2060 SUPER,8,1470,1680,230,175,450,704,2037
349,GeForce RTX 2060 SUPER,8,1470,1665,295,175,450,704,2038
350,GeForce RTX 2060 SUPER,8,1470,1650,174,175,450,704,2039
351,GeForce RTX 2060 SUPER,8,1470,1650,250,175,450,704,2040
352,GeForce RTX 2060 SUPER,8,1470,1680,250,175,450,704,2041
353,GeForce RTX 2060 SUPER,8,1470,1650,248,175,450,704,2042
354,GeForce RTX 2060 SUPER,8,1470,1695,248,175,450,704,2043
355,GeForce RTX 2060 SUPER,8,1470,1650,231,175,450,704,2044
356,GeForce RTX 2060 SUPER,8,1470,1665,232,175,450,704,2045
357,GeForce RTX 2060 SUPER,8,1470,1665,231,175,450,704,2046
358,GeForce RTX 2060 SUPER,8,1470,1650,228.6,175,450,704,2047
359,GeForce RTX 2060 SUPER,8,1470,1830,292,175,450,704,2048
